campeonato,data,mandante,gol mandante,gol visitante,visitante,local
Paulista 1930 ,"21 de dezembro de 1930, 16:00",Portuguesa,1,3,Corinthians,"Ponte Grande, São Paulo, SP."
Paulista 1930 ,"07 de dezembro de 1930, 16:00",Corinthians,1,1,São Paulo,"Estádio da Floresta, São Paulo, SP."
Paulista 1930 ,"30 de novembro de 1930, 16:00",Corinthians,4,0,Pinheiros,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"23 de novembro de 1930, 16:00",Corinthians,7,0,América da Capital,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"09 de novembro de 1930, 16:00",Corinthians,5,1,Guarani,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"11 de outubro de 1930, 16:00",Corinthians,5,3,Sírio,"Ponte Grande, São Paulo, SP."
Paulista 1930 ,"05 de outubro de 1930, 16:00",Corinthians,3,1,Atlético Santista,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"28 de setembro de 1930, 16:00",Corinthians,8,0,Ypiranga,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"14 de setembro de 1930, 16:00",Corinthians,1,2,Juventus,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"07 de setembro de 1930, 16:00",Corinthians,7,1,São Bento da Capital,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"31 de agosto de 1930, 16:00",Internacional da Capital,2,2,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1930 ,"17 de agosto de 1930, 16:00",Corinthians,2,2,Internacional da Capital,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"10 de agosto de 1930, 16:00",Atlético Santista,1,1,Corinthians,"Rua Coronel Montenegro, Santos, SP."
Amistosos 1930 ,"27 de julho de 1930, 16:00",Palmeiras,3,2,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1930 ,"13 de julho de 1930, 16:00",Corinthians,4,2,Huracán,"Fazendinha, São Paulo, SP."
Amistosos 1930 ,"06 de julho de 1930, 16:00",Corinthians,5,1,New York Hakoah,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"01 de junho de 1930, 16:00",Corinthians,4,1,São Bento da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1930 ,"25 de maio de 1930, 16:00",Corinthians,2,1,São Paulo,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"18 de maio de 1930, 16:00",Corinthians,2,0,Santos,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"11 de maio de 1930, 16:00",Corinthians,4,2,Sírio,"Fazendinha, São Paulo, SP."
Paulista 1930 ,"27 de abril de 1930, 16:00",Juventus,0,5,Corinthians,"Rua Javari, São Paulo, SP."
Paulista 1930 ,"20 de abril de 1930, 16:00",Ypiranga,0,4,Corinthians,"Ponte Grande, São Paulo, SP."
Paulista 1930 ,"13 de abril de 1930, 16:00",Pinheiros,1,7,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1930 ,"30 de março de 1930, 16:00",América da Capital,3,6,Corinthians,"Rua Tabor, São Paulo, SP."
Paulista 1930 ,"23 de março de 1930, 16:00",Guarani,2,3,Corinthians,"Pastinho, Campinas, SP."
Paulista 1930 ,"16 de março de 1930, 16:00",Corinthians,3,1,Portuguesa,"Fazendinha, São Paulo, SP."
Taça Apea 1930 ,"23 de fevereiro de 1930, 16:00",Vasco da Gama,2,3,Corinthians,"São Januário, Rio de Janeiro, RJ."
Taça Apea 1930 ,"16 de fevereiro de 1930, 16:00",Corinthians,4,2,Vasco da Gama,"Fazendinha, São Paulo, SP."
Amistosos 1930 ,"02 de fevereiro de 1930, 16:00",Corinthians,7,2,Atlético Tucumán,"Fazendinha, São Paulo, SP."
Paulista 1929 ,"01 de dezembro de 1929, 16:00",Palmeiras,1,4,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1929 ,"03 de novembro de 1929, 16:00",Corinthians,7,1,Portuguesa,"Fazendinha, São Paulo, SP."
Paulista 1929 ,"13 de outubro de 1929, 16:00",Corinthians,2,1,Guarani,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"12 de outubro de 1929, 16:00",Corinthians 1,1,2,Atlético-MG,"Fazendinha, São Paulo, SP."
Paulista 1929 ,"06 de outubro de 1929, 16:00",Corinthians,4,1,Santos,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"22 de setembro de 1929, 16:00",Seleção Paulista,0,7,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1929 ,"01 de setembro de 1929, 16:00",Corinthians,7,0,América da Capital,"Fazendinha, São Paulo, SP."
Paulista 1929 ,"25 de agosto de 1929, 16:00",Corinthians,6,2,Sírio,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"30 de julho de 1929, 16:00",Corinthians,6,1,Bologna,"Palestra Itália, São Paulo, SP."
Amistosos 1929 ,"14 de julho de 1929, 16:00",Santos,2,2,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1929 ,"04 de julho de 1929, 16:00",Corinthians,4,4,Chelsea,"Palestra Itália, São Paulo, SP."
Amistosos 1929 ,"30 de maio de 1929, 16:00",Atlético-MG,4,2,Corinthians,"Presidente Antônio Carlos, Belo Horizonte, MG."
Paulista 1929 ,"26 de maio de 1929, 16:00",Corinthians,3,2,Ypiranga,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"13 de maio de 1929, 16:00",América-RJ,2,2,Corinthians,"Estádio das Laranjeiras, Rio de Janeiro, RJ."
Amistosos 1929 ,"01 de maio de 1929, 16:00",Corinthians,3,1,Barracas,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"14 de abril de 1929, 16:00",Corinthians,4,3,Botafogo,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"07 de abril de 1929, 16:00",Corinthians,5,3,Guarani,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"31 de março de 1929, 16:00",Corinthians,3,4,Sírio,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"24 de março de 1929, 16:00",Corinthians,4,2,Vasco da Gama,"Fazendinha, São Paulo, SP."
Amistosos 1929 ,"17 de março de 1929, 16:00",Vasco da Gama,4,3,Corinthians,"São Januário, Rio de Janeiro, RJ."
Amistosos 1928 ,"30 de dezembro de 1928, 16:00",Combinado Santista,5,1,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1928 ,"23 de dezembro de 1928, 16:00",Palmeiras,3,1,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1928 ,"25 de novembro de 1928, 16:00",Corinthians,3,2,Portuguesa,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"11 de novembro de 1928, 16:00",Corinthians,2,3,Santos,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"28 de outubro de 1928, 16:00",Corinthians,6,0,Sírio,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"21 de outubro de 1928, 16:00",Corinthians,5,2,Ypiranga,"Fazendinha, São Paulo, SP."
Amistosos 1928 ,"12 de outubro de 1928, 16:00",Santos,1,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1928 ,"07 de outubro de 1928, 16:00",Guarani,1,3,Corinthians,"Pastinho, Campinas, SP."
Paulista 1928 ,"23 de setembro de 1928, 16:00",Corinthians,3,0,Palmeiras,"Fazendinha, São Paulo, SP."
Amistosos 1928 ,"09 de setembro de 1928, 16:00",Corinthians,2,1,Combinado Santista,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"02 de setembro de 1928, 16:00",Corinthians,5,1,Guarani,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"26 de agosto de 1928, 16:00",Comercial de Ribeirão Preto,2,1,Corinthians,"Estádio da Rua Tibiriçá, Ribeirão Preto, SP."
Paulista 1928 ,"19 de agosto de 1928, 16:00",Santos,1,3,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1928 ,"05 de agosto de 1928, 16:00",Jaboticabal,1,1,Corinthians,"Doutor Robert Todd Locke, Jaboticabal, SP."
Amistosos 1928 ,"22 de julho de 1928, 16:00",Corinthians,2,2,América-RJ,"Fazendinha, São Paulo, SP."
Paulista 1928 ,"08 de julho de 1928, 16:00",Ypiranga,1,5,Corinthians,"Avenida Água Branca, São Paulo, SP."
Paulista 1928 ,"17 de junho de 1928, 16:00",Sírio,0,4,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1928 ,"03 de junho de 1928, 16:00",Portuguesa,1,2,Corinthians,"Rua Cesário Ramalho, São Paulo, SP."
Amistosos 1928 ,"01 de maio de 1928, 16:00",Corinthians,1,2,Peñarol,"Palestra Itália, São Paulo, SP."
Paulista 1927 ,"11 de março de 1928, 16:00",Corinthians,3,1,Palmeiras,"Palestra Itália, São Paulo, SP."
Paulista 1927 ,"04 de março de 1928, 16:00",Guarani,6,2,Corinthians,"Pastinho, Campinas, SP."
Paulista 1927 ,"12 de fevereiro de 1928, 16:00",Corinthians 1,0,5,Portuguesa,"Palestra Itália, São Paulo, SP."
Amistosos 1928 ,"05 de fevereiro de 1928, 16:00",Corinthians,1,2,Vasco da Gama,"Palestra Itália, São Paulo, SP."
Paulista 1927 ,"25 de janeiro de 1928, 16:00",Ypiranga,2,4,Corinthians,"Avenida Água Branca, São Paulo, SP."
Paulista 1927 ,"15 de janeiro de 1928, 16:00",Albion,1,5,Corinthians,"Rua Cesário Ramalho, São Paulo, SP."
Amistosos 1928 ,"08 de janeiro de 1928, 16:00",Santos,4,4,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1927 ,"01 de janeiro de 1928, 16:00",Corinthians,2,0,Guarani,"Avenida Água Branca, São Paulo, SP."
Paulista 1927 ,"18 de dezembro de 1927, 16:00",Comercial de Ribeirão Preto,1,3,Corinthians,"Estádio da Rua Tibiriçá, Ribeirão Preto, SP."
Paulista 1927 ,"11 de dezembro de 1927, 16:00",Corinthians,5,0,América da Capital,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1927 ,"27 de novembro de 1927, 16:00",Corinthians,5,1,Primeiro de Maio,"Palestra Itália, São Paulo, SP."
Amistosos 1927 ,"10 de novembro de 1927, 16:00",Seleção Paulista,6,1,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1927 ,"06 de novembro de 1927, 16:00",Seleção Paulista,3,5,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1927 ,"30 de outubro de 1927, 16:00",Independência,1,4,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1927 ,"12 de outubro de 1927, 16:00",Portuguesa,2,4,Corinthians,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1927 ,"18 de setembro de 1927, 16:00",Corinthians,7,0,Americano,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1927 ,"04 de setembro de 1927, 16:00",Corinthians,3,8,Santos,"Palestra Itália, São Paulo, SP."
Paulista 1927 ,"28 de agosto de 1927, 16:00",Corinthians,2,1,República,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1927 ,"21 de agosto de 1927, 16:00",Palmeiras,3,1,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1927 ,"14 de agosto de 1927, 16:00",Corinthians,4,1,Barra Funda,"Palestra Itália, São Paulo, SP."
Amistosos 1927 ,"07 de agosto de 1927, 16:00",Portuguesa Santista,2,3,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista 1927 ,"31 de julho de 1927, 16:00",Corinthians de Santo André,1,4,Corinthians,"Rua Javari, São Paulo, SP."
Paulista (LAF) 1927 ,"10 de julho de 1927, 16:00",Sírio,2,4,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista (LAF) 1927 ,"26 de junho de 1927, 16:00",Paulistano,0,1,Corinthians,"Estádio Jardim América, São Paulo, SP."
Paulista (LAF) 1927 ,"19 de junho de 1927, 16:00",Atlético Santista,1,1,Corinthians,"Avenida Conselheiro Nébias, Santos, SP."
Paulista (LAF) 1927 ,"29 de maio de 1927, 16:00",Antarctica,2,4,Corinthians,"Rua da Mooca, São Paulo, SP."
Amistosos 1927 ,"08 de maio de 1927, 16:00",Paulistano,2,3,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista (LAF) 1927 ,"24 de abril de 1927, 16:00",Paulista,0,2,Corinthians,"Estádio da Vila Arens, Jundiaí, SP."
Paulista (LAF) 1927 ,"17 de abril de 1927, 16:00",Corinthians,7,4,Taubaté,"Ponte Grande, São Paulo, SP."
Amistosos 1927 ,"10 de abril de 1927, 16:00",Ponte Preta,0,1,Corinthians,"Hipódromo Campineiro, Campinas, SP."
Paulista Extra 1926 ,"23 de janeiro de 1927, 16:00",Corinthians,3,1,América da Capital,"Ponte Grande, São Paulo, SP."
Paulista Extra 1926 ,"09 de janeiro de 1927, 16:00",Portuguesa Santista,1,2,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista Extra 1926 ,"02 de janeiro de 1927, 16:00",Corinthians 1,0,1,Portuguesa,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"19 de dezembro de 1926, 16:00",Portuguesa Santista,0,4,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Amistosos 1926 ,"08 de dezembro de 1926, 16:00",Palmeiras,0,1,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1926 ,"21 de novembro de 1926, 16:00",Corinthians,4,0,Sírio,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"15 de novembro de 1926, 16:00",Corinthians,1,1,Americano,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"31 de outubro de 1926, 16:00",Corinthians,4,1,Portuguesa,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"19 de setembro de 1926, 16:00",Corinthians,4,8,Seleção Paulista,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"05 de setembro de 1926, 16:00",Corinthians,2,0,Sírio,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"29 de agosto de 1926, 16:00",Internacional da Capital,0,3,Corinthians,"Avenida Água Branca, São Paulo, SP."
Paulista 1926 ,"22 de agosto de 1926, 16:00",Santos,2,3,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1926 ,"15 de agosto de 1926, 16:00",Palmeiras,3,2,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1926 ,"01 de agosto de 1926, 16:00",XV de Jaú,0,2,Corinthians,"Zezinho Magalhães, Jaú, SP."
Paulista 1926 ,"25 de julho de 1926, 16:00",Corinthians,1,2,Minas Gerais-SP,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"13 de junho de 1926, 16:00",Corinthians,5,0,São Bento da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"23 de maio de 1926, 16:00",Corinthians,1,1,América da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1926 ,"09 de maio de 1926, 16:00",Corinthians,5,0,Ypiranga,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"02 de maio de 1926, 16:00",Corinthians,1,1,Vasco da Gama,"Palestra Itália, São Paulo, SP."
Amistosos 1926 ,"18 de abril de 1926, 16:00",Primeiro de Maio,1,5,Corinthians,"Rua Brás Cubas, Santo André, SP."
Amistosos 1926 ,"28 de março de 1926, 16:00",Sírio,1,5,Corinthians,"Rua Tabor, São Paulo, SP."
Amistosos 1926 ,"21 de março de 1926, 16:00",Corinthians,7,0,Ypiranga,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"14 de março de 1926, 16:00",Vasco da Gama,2,1,Corinthians,"Rua Paysandu, Rio de Janeiro, RJ."
Amistosos 1926 ,"17 de janeiro de 1926, 16:00",São João de Jundiaí,1,5,Corinthians,"Estádio da Vila Leme, Jundiaí, SP."
Amistosos 1926 ,"10 de janeiro de 1926, 16:00",Corinthians,1,0,Sírio,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"06 de janeiro de 1926, 16:00",Corinthians,5,1,Portuguesa,"Ponte Grande, São Paulo, SP."
Amistosos 1926 ,"01 de janeiro de 1926, 16:00",Corinthians,4,0,Internacional da Capital,"Ponte Grande, São Paulo, SP."
Amistosos 1925 ,"27 de dezembro de 1925, 16:00",Corinthians,3,1,Santos,"Ponte Grande, São Paulo, SP."
Amistosos 1925 ,"13 de dezembro de 1925, 16:00",Guarani,3,4,Corinthians,"Pastinho, Campinas, SP."
Amistosos 1925 ,"06 de dezembro de 1925, 16:00",Rio Branco,1,2,Corinthians,"Rua Doze de Novembro, Americana, SP."
Amistosos 1925 ,"22 de novembro de 1925, 16:00",Santos,2,1,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1925 ,"15 de novembro de 1925, 16:00",XV de Jaú,0,3,Corinthians,"Zezinho Magalhães, Jaú, SP."
Amistosos 1925 ,"11 de novembro de 1925, 16:00",Corinthians,1,1,Seleção Brasileira,"Ponte Grande, São Paulo, SP."
Paulista 1925 ,"18 de outubro de 1925, 16:00",Corinthians,2,2,Minas Gerais-SP,"Ponte Grande, São Paulo, SP."
Paulista 1925 ,"04 de outubro de 1925, 16:00",Ypiranga,0,2,Corinthians,"Avenida Água Branca, São Paulo, SP."
Amistosos 1925 ,"14 de julho de 1925, 16:00",Corinthians,3,0,Flamengo,"Palestra Itália, São Paulo, SP."
Amistosos 1925 ,"29 de junho de 1925, 16:00",Corinthians,1,3,São Bento da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1925 ,"28 de junho de 1925, 16:00",Pinheiros,0,1,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1925 ,"21 de junho de 1925, 16:00",Sírio,2,4,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1925 ,"07 de junho de 1925, 16:00",São Bento da Capital,1,2,Corinthians,"Ponte Grande, São Paulo, SP."
Paulista 1925 ,"31 de maio de 1925, 16:00",Associação Atlética das Palmeiras,1,4,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1925 ,"17 de maio de 1925, 16:00",Palmeiras,0,3,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1925 ,"10 de maio de 1925, 16:00",Portuguesa,0,2,Corinthians,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1925 ,"26 de abril de 1925, 16:00",Internacional da Capital,0,4,Corinthians,"Estádio da Floresta, São Paulo, SP."
Amistosos 1925 ,"05 de abril de 1925, 16:00",Palestra Itália de São Carlos,2,1,Corinthians,"Derby Sãocarlense, São Carlos, SP."
Amistosos 1925 ,"01 de março de 1925, 16:00",Comercial de Catanduva,0,5,Corinthians,"Silvio Salles, Catanduva, SP."
Amistosos 1925 ,"25 de janeiro de 1925, 16:00",Minas Gerais-SP,0,4,Corinthians,"Rua Cesário Ramalho, São Paulo, SP."
Paulista 1924 ,"11 de janeiro de 1925, 16:00",Paulistano,0,1,Corinthians,"Estádio Jardim América, São Paulo, SP."
Paulista 1924 ,"28 de dezembro de 1924, 16:00",Corinthians,3,2,Sírio,"Ponte Grande, São Paulo, SP."
Paulista 1924 ,"14 de dezembro de 1924, 16:00",Minas Gerais-SP,3,6,Corinthians,"Estádio da Floresta, São Paulo, SP."
Amistosos 1924 ,"07 de dezembro de 1924, 16:00",Elvira de Jacareí,2,4,Corinthians,"Antônio Jordão Mercadante, Jacareí, SP."
Paulista 1924 ,"23 de novembro de 1924, 16:00",Portuguesa,1,4,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1924 ,"26 de outubro de 1924, 16:00",Corinthians,1,0,Ypiranga,"Ponte Grande, São Paulo, SP."
Paulista 1924 ,"21 de setembro de 1924, 16:00",Corinthians,2,1,Minas Gerais-SP,"Ponte Grande, São Paulo, SP."
Paulista 1924 ,"08 de junho de 1924, 16:00",Corinthians,6,1,Santos,"Ponte Grande, São Paulo, SP."
Amistosos 1924 ,"01 de junho de 1924, 16:00",Corinthians de Jundiaí,0,2,Corinthians,"Estádio da Vila Arens, Jundiaí, SP."
Paulista 1924 ,"25 de maio de 1924, 16:00",Ypiranga,0,2,Corinthians,"Avenida Água Branca, São Paulo, SP."
Amistosos 1924 ,"18 de maio de 1924, 16:00",Sãomanoelense,1,2,Corinthians,"Campo da A. A. Sãomanoelense, São Manoel, SP."
Paulista 1924 ,"13 de maio de 1924, 21:30",Associação Atlética das Palmeiras,2,7,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1924 ,"04 de maio de 1924, 16:00",Corinthians,6,2,Internacional da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1924 ,"27 de abril de 1924, 16:00",Corinthians,3,2,Pinheiros,"Ponte Grande, São Paulo, SP."
Paulista 1924 ,"20 de abril de 1924, 16:00",Corinthians,5,1,Portuguesa,"Ponte Grande, São Paulo, SP."
Taça Competência 1923 ,"30 de março de 1924, 16:00",Corinthians,2,1,Rio Branco,"Palestra Itália, São Paulo, SP."
Amistosos 1924 ,"16 de março de 1924, 16:00",Santos,1,2,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1923 ,"14 de outubro de 1923, 16:00",Sírio,3,2,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"30 de setembro de 1923, 16:00",Corinthians,3,0,Associação Atlética das Palmeiras,"Ponte Grande, São Paulo, SP."
Paulista 1923 ,"02 de setembro de 1923, 16:00",Corinthians,3,0,São Bento da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1923 ,"26 de agosto de 1923, 16:00",Ypiranga,1,2,Corinthians,"Avenida Água Branca, São Paulo, SP."
Paulista 1923 ,"19 de agosto de 1923, 16:00",Pinheiros,0,4,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"12 de agosto de 1923, 16:00",Associação Atlética das Palmeiras,0,1,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"22 de julho de 1923, 16:00",Corinthians,2,0,Sírio,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"08 de julho de 1923, 16:00",Corinthians,4,1,Palmeiras,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"24 de junho de 1923, 16:00",Corinthians,3,1,Santos,"Ponte Grande, São Paulo, SP."
Paulista 1923 ,"17 de junho de 1923, 16:00",Corinthians,2,0,Ypiranga,"Ponte Grande, São Paulo, SP."
Paulista 1923 ,"10 de junho de 1923, 16:00",Minas Gerais-SP,3,3,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"27 de maio de 1923, 16:00",Corinthians,6,1,São Bento da Capital,"Palestra Itália, São Paulo, SP."
Paulista 1923 ,"20 de maio de 1923, 16:00",Corinthians,5,2,Pinheiros,"Ponte Grande, São Paulo, SP."
Amistosos 1923 ,"13 de maio de 1923, 16:00",Rio Claro,1,6,Corinthians,"Campo Grêmio Recreativo dos Empregados da Paulista, Rio Claro, SP."
Paulista 1923 ,"06 de maio de 1923, 16:00",Internacional da Capital,0,9,Corinthians,"Estádio da Floresta, São Paulo, SP."
Taça Competência 1922 ,"03 de maio de 1923, 16:00",Corinthians,5,0,Rio Branco,"Estádio da Floresta, São Paulo, SP."
Paulista 1923 ,"22 de abril de 1923, 16:00",Corinthians,4,1,Portuguesa,"Ponte Grande, São Paulo, SP."
Amistosos 1923 ,"18 de fevereiro de 1923, 16:00",Taubaté,1,4,Corinthians,"Joaquinzão, Taubaté, SP."
Paulista 1922 ,"04 de fevereiro de 1923, 16:00",Corinthians,2,0,Paulistano,"Estádio da Floresta, São Paulo, SP."
Paulista 1922 ,"25 de janeiro de 1923, 16:00",Sírio,0,1,Corinthians,"Fazendinha, São Paulo, SP."
Paulista 1922 ,"14 de janeiro de 1923, 16:00",Minas Gerais-SP,2,7,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1922 ,"07 de janeiro de 1923, 16:00",Ypiranga,0,3,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1922 ,"24 de dezembro de 1922, 16:00",Corinthians,2,3,Palmeiras,"Palestra Itália, São Paulo, SP."
Paulista 1922 ,"17 de dezembro de 1922, 16:00",Corinthians,7,0,São Bento da Capital,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"26 de novembro de 1922, 16:00",Corinthians,4,0,Minas Gerais-SP,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"19 de novembro de 1922, 16:00",Corinthians,6,2,Santos,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"12 de novembro de 1922, 16:00",Corinthians,2,3,Sírio,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"05 de novembro de 1922, 16:00",Corinthians,9,0,Internacional da Capital,"Ponte Grande, São Paulo, SP."
Amistosos 1922 ,"03 de setembro de 1922, 16:00",América-RJ,4,2,Corinthians,"Rua Campos Sales, Rio de Janeiro, RJ."
Amistosos 1922 ,"20 de agosto de 1922, 16:00",Corinthians,2,0,América-RJ,"Estádio da Floresta, São Paulo, SP."
Amistosos 1922 ,"09 de julho de 1922, 16:00",Palmeiras,0,2,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1922 ,"02 de julho de 1922, 16:00",Paulistano,2,3,Corinthians,"Estádio Jardim América, São Paulo, SP."
Paulista 1922 ,"25 de junho de 1922, 16:00",Portuguesa,0,9,Corinthians,"Palestra Itália, São Paulo, SP."
Paulista 1922 ,"18 de junho de 1922, 16:00",São Bento da Capital,0,1,Corinthians,"Estádio da Floresta, São Paulo, SP."
Paulista 1922 ,"11 de junho de 1922, 16:00",Corinthians,3,2,Ypiranga,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"28 de maio de 1922, 16:00",Corinthians,6,3,Associação Atlética das Palmeiras,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"07 de maio de 1922, 16:00",Corinthians,5,0,Pinheiros,"Ponte Grande, São Paulo, SP."
Paulista 1922 ,"23 de abril de 1922, 16:00",Palmeiras,2,2,Corinthians,"Palestra Itália, São Paulo, SP."
Amistosos 1922 ,"09 de abril de 1922, 16:00",Corinthians,6,1,Sírio,"Estádio da Floresta, São Paulo, SP."
Paulista 1921 ,"11 de dezembro de 1921, 16:00",Corinthians,2,0,Minas Gerais-SP,"Ponte Grande, São Paulo, SP."
Amistosos 1921 ,"04 de dezembro de 1921, 16:00",Andarahy,1,5,Corinthians,"Rua Prefeito Serzedello Correa, Rio de Janeiro, RJ."
Paulista 1921 ,"27 de novembro de 1921, 16:00",Paulistano,0,2,Corinthians,"Estádio Jardim América, São Paulo, SP."
Paulista 1921 ,"20 de novembro de 1921, 16:00",Corinthians,4,0,Ypiranga,"Ponte Grande, São Paulo, SP."
